Creating test database for alias 'default'...
Destroying test database for alias 'default'...
         10024283 function calls (9818849 primitive calls) in 10.741 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.000    0.000 defaultfilters.py:31(stringfilter)
        1    0.000    0.000    0.000    0.000 files.py:1(<module>)
       70    0.000    0.000    0.000    0.000 query.py:1449(set_empty)
        2    0.000    0.000    0.000    0.000 hashers.py:187(salt)
        1    0.000    0.000    0.000    0.000 models.py:1762(Dataset)
        1    0.000    0.000    0.000    0.000 warnings.py:45(filterwarnings)
       42    0.000    0.000    0.000    0.000 decorators.py:72(available_attrs)
        2    0.000    0.000    0.000    0.000 fields.py:492(__init__)
      197    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
        1    0.000    0.000    0.000    0.000 timezone.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:84(Pipeline)
     1266    0.000    0.000    0.000    0.000 __init__.py:1087(get_internal_type)
        1    0.000    0.000    0.000    0.000 models.py:58(Transformation)
       54    0.000    0.000    0.000    0.000 locks.py:58(unlock)
        1    0.000    0.000    0.000    0.000 models.py:27(RunToProcess)
       97    0.000    0.000    0.000    0.000 related.py:255(__init__)
       20    0.000    0.000    0.000    0.000 related.py:903(__init__)
       62    0.000    0.000    0.000    0.000 {posix.access}
        1    0.000    0.000    0.000    0.000 mimetools.py:1(<module>)
       76    0.000    0.000    0.000    0.000 files.py:126(close)
      152    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
      103    0.000    0.000    0.000    0.000 encoding.py:75(is_protected_type)
        1    0.000    0.000    0.000    0.000 getpass.py:12(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1520(PipelineOutputCable)
      108    0.000    0.000    0.000    0.000 {fcntl.lockf}
        1    0.000    0.000    0.000    0.000 smartif.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:787(write)
        1    0.000    0.000    0.000    0.000 __init__.py:1262(sequence_list)
       56    0.000    0.000    0.000    0.000 {built-in method now}
       73    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 models.py:81(CodeResourceRevision)
        1    0.000    0.000    0.000    0.000 staticfiles.py:1(<module>)
       10    0.000    0.000    0.000    0.000 loading.py:135(get_apps)
       53    0.000    0.000    0.000    0.000 config.py:321(__getitem__)
       17    0.000    0.000    0.000    0.000 tempfile.py:262(gettempdir)
        1    0.000    0.000    0.000    0.000 forms.py:3(<module>)
       50    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
      178    0.000    0.000    0.000    0.000 __init__.py:394(set_clean)
       10    0.000    0.000    0.000    0.000 posixpath.py:387(_joinrealpath)
      108    0.000    0.000    0.000    0.000 glob.py:94(has_magic)
        8    0.000    0.000    0.000    0.000 deletion.py:96(add_field_update)
       12    0.000    0.000    0.000    0.000 subprocess.py:802(poll)
     1277    0.000    0.000    0.000    0.000 __init__.py:328(get_prep_value)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 htmlentitydefs.py:1(<module>)
      373    0.000    0.000    0.000    0.000 threading.py:967(name)
       66    0.000    0.000    0.000    0.000 models.py:674(step_num)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
      308    0.000    0.000    0.000    0.000 deletion.py:216(instances_with_model)
       36    0.000    0.000    0.000    0.000 {next}
      418    0.000    0.000    0.000    0.000 __init__.py:1076(get_prep_value)
        1    0.000    0.000    0.000    0.000 models.py:128(ContentType)
       56    0.000    0.000    0.000    0.000 query.py:927(__init__)
       28    0.000    0.000    0.000    0.000 models.py:1749(get_upload_path)
       10    0.000    0.000    0.000    0.000 models.py:1738(get_coordinates)
       13    0.000    0.000    0.000    0.000 {posix.link}
      293    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        1    0.000    0.000    0.000    0.000 models.py:366(Method)
        1    0.000    0.000    0.000    0.000 tempfile.py:176(_get_default_tempdir)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
     1799    0.000    0.000    0.000    0.000 color.py:49(<lambda>)
       24    0.000    0.000    0.000    0.000 subprocess.py:1344(_internal_poll)
      148    0.000    0.000    0.000    0.000 {fcntl.fcntl}
      108    0.000    0.000    0.000    0.000 locks.py:42(fd)
        1    0.000    0.000    0.000    0.000 models.py:57(Site)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:159(check_for_language)
     1042    0.000    0.000    0.000    0.000 __init__.py:688(get_internal_type)
        1    0.000    0.000    0.000    0.000 options.py:399(ModelAdmin)
        1    0.000    0.000    0.000    0.000 testcases.py:788(_post_teardown)
        2    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1123(PipelineStepInputCable)
        1    0.000    0.000    0.000    0.000 safestring.py:6(<module>)
      519    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
      182    0.000    0.000    0.000    0.000 __init__.py:311(get_attname_column)
        1    0.000    0.000    0.000    0.000 temp.py:10(<module>)
        1    0.000    0.000    0.000    0.000 models.py:102(Group)
       53    0.000    0.000    0.000    0.000 genericpath.py:47(getsize)
      279    0.000    0.000    0.000    0.000 options.py:200(setup_pk)
       12    0.000    0.000    0.000    0.000 models.py:678(transformation)
       49    0.000    0.000    0.000    0.000 encoding.py:46(python_2_unicode_compatible)
      284    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 html.py:3(<module>)
        1    0.000    0.000    0.000    0.000 synch.py:7(<module>)
       20    0.000    0.000    0.000    0.000 python.py:144(_get_model)
       96    0.000    0.000    0.000    0.000 related.py:887(get_related_field)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
      656    0.000    0.000    0.000    0.000 query.py:858(_next_is_sticky)
       62    0.000    0.000    0.000    0.000 re.py:271(_subx)
        1    0.000    0.000    0.000    0.000 models.py:31(Run)
      197    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 trans_real.py:349(check_for_language)
       97    0.000    0.000    0.000    0.000 related.py:1214(get_attname_column)
      209    0.000    0.000    0.000    0.000 __init__.py:139(__eq__)
        1    0.000    0.000    0.000    0.000 cache.py:1(<module>)
       34    0.000    0.000    0.000    0.000 config.py:329(pop)
        2    0.000    0.000    0.000    0.000 fields.py:509(_set_regex)
       18    0.000    0.000    0.000    0.000 optparse.py:1008(add_option)
        1    0.000    0.000    0.000    0.000 transaction.py:13(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:200(__init__)
      389    0.000    0.000    0.000    0.000 {sys._getframe}
      322    0.000    0.000    0.000    0.000 {method 'rfind' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 compiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
      143    0.000    0.000    0.000    0.000 functools.py:39(wraps)
       24    0.000    0.000    0.000    0.000 threading.py:709(_set_daemon)
      375    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
      365    0.000    0.000    0.000    0.000 deprecation.py:6(__init__)
       97    0.000    0.000    0.000    0.000 related.py:125(set_attributes_from_rel)
        1    0.000    0.000    0.000    0.000 paginator.py:1(<module>)
    25/10    0.000    0.000    0.000    0.000 models.py:203(get_coordinates)
        1    0.000    0.000    0.000    0.000 tests_rm.py:1(<module>)
       28    0.000    0.000    0.000    0.000 base.py:128(close)
        1    0.000    0.000    0.000    0.000 loader_tags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:7(<module>)
       39    0.000    0.000    0.000    0.000 {posix.lstat}
        1    0.000    0.000    0.000    0.000 hashlib.py:55(<module>)
        1    0.000    0.000    0.000    0.000 execute.py:1(<module>)
      306    0.000    0.000    0.000    0.000 query.py:376(<genexpr>)
       22    0.000    0.000    0.000    0.000 optparse.py:610(_set_attrs)
       34    0.000    0.000    0.000    0.000 models.py:111(__str__)
        1    0.000    0.000    0.000    0.000 models.py:1428(CustomCableWire)
      105    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 models.py:137(CellError)
       35    0.000    0.000    0.000    0.000 __init__.py:165(__copy__)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 syncdb.py:1(<module>)
      545    0.000    0.000    0.000    0.000 {function __getitem__ at 0x7f99d1a9e410}
        1    0.000    0.000    0.000    0.000 testcases.py:887(_fixture_teardown)
        2    0.000    0.000    0.000    0.000 tempfile.py:230(_mkstemp_inner)
        2    0.000    0.000    0.000    0.000 related.py:803(related_manager_cls)
        1    0.000    0.000    0.000    0.000 where.py:3(<module>)
       21    0.000    0.000    0.000    0.000 related.py:1296(contribute_to_related_class)
       63    0.000    0.000    0.000    0.000 {filter}
        2    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1085(CompoundDatatypeMember)
        7    0.000    0.000    0.000    0.000 __init__.py:632(__init__)
        2    0.000    0.000    0.000    0.000 related.py:490(create_many_related_manager)
      169    0.000    0.000    0.000    0.000 weakref.py:320(__setitem__)
        8    0.000    0.000    0.000    0.000 config.py:751(add_handlers)
       52    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
      151    0.000    0.000    0.000    0.000 __init__.py:1300(get_prep_value)
       12    0.000    0.000    0.000    0.000 {posix.chmod}
       18    0.000    0.000    0.000    0.000 inspect.py:744(getargs)
        1    0.000    0.000    0.000    0.000 datastructures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:636(RunStep)
       30    0.000    0.000    0.000    0.000 __init__.py:1112(__init__)
        1    0.000    0.000    0.000    0.000 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:293(loads)
      261    0.000    0.000    0.000    0.000 deletion.py:131(<genexpr>)
       24    0.000    0.000    0.000    0.000 subprocess.py:1208(_close_in_parent)
        6    0.000    0.000    0.000    0.000 files.py:255(contribute_to_class)
        1    0.000    0.000    0.000    0.000 __init__.py:101(connect)
       46    0.000    0.000    0.000    0.000 options.py:281(concrete_fields)
       56    0.000    0.000    0.000    0.000 datastructures.py:215(setdefault)
      359    0.000    0.000    0.000    0.000 utils.py:271(allow_syncdb)
      332    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:655(__init__)
       23    0.000    0.000    0.000    0.000 saferef.py:11(safeRef)
        1    0.000    0.000    0.000    0.000 decoder.py:361(decode)
        2    0.000    0.000    0.000    0.000 __init__.py:171(rollback)
        1    0.000    0.000    0.000    0.000 formsets.py:1(<module>)
      327    0.000    0.000    0.000    0.000 __init__.py:1233(get_prep_value)
        2    0.000    0.000    0.000    0.000 optparse.py:1368(parse_args)
       42    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        1    0.000    0.000    0.000    0.000 models.py:369(XputStructure)
      106    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 base.py:3(<module>)
      408    0.000    0.000    0.000    0.000 __init__.py:47(<genexpr>)
       81    0.000    0.000    0.000    0.000 collections.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:65(Meta)
       29    0.000    0.000    0.000    0.000 __init__.py:1056(_fixupParents)
        1    0.000    0.000    0.000    0.000 loading.py:153(get_app_paths)
        1    0.000    0.000    0.000    0.000 loading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:372(raw_decode)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
      864    0.000    0.000    0.000    0.000 posixpath.py:51(normcase)
        1    0.000    0.000    0.000    0.000 domreg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 models.py:47(Permission)
     1236    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
      381    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 base.py:72(BaseCommand)
        1    0.000    0.000    0.000    0.000 admin_urls.py:1(<module>)
       11    0.000    0.000    0.000    0.000 smartif.py:43(infix)
        2    0.000    0.000    0.000    0.000 __init__.py:138(_rollback)
      392    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        1    0.000    0.000    0.000    0.000 models.py:286(PermissionsMixin)
        5    0.000    0.000    0.000    0.000 related.py:1501(contribute_to_related_class)
